,person,offer_id,offer received,offer viewed,offer completed,valid,duration
58202,15634,4d5c57ea9a6940dd891ad53e9dbe8da0,0.0,0.0,,False,5
58203,15634,9b98b8c7a33c4b65b9aebfe6a799e6d9,24.0,,,False,7
58204,15635,0b1e1539f2cc45b7b9fa7c272da2e1d7,7.0,,,False,10
58205,15635,2906b810c7d4411798c6938adc9daaa5,0.0,18.0,,False,7
58206,15635,ae264e3637204a6fb9bb56bc8210ddfd,24.0,25.75,,False,7
58207,15636,0b1e1539f2cc45b7b9fa7c272da2e1d7,17.0,19.5,20.0,True,10
58208,15636,2906b810c7d4411798c6938adc9daaa5,14.0,,15.75,False,7
58209,15636,4d5c57ea9a6940dd891ad53e9dbe8da0,7.0,7.5,7.5,True,5
58210,15636,5a8bc65990b245e5a138643cd4eb9837,0.0,0.0,,False,3
58211,15637,2298d6c36e964ae4a3e7e9706d1fb8c2,17.0,17.25,25.75,False,7
58212,15637,2906b810c7d4411798c6938adc9daaa5,21.0,21.25,25.75,True,7
58213,15637,3f207df678b143eea3cee63160fa8bed,14.0,14.5,,False,4
58214,15637,fafdcd668e3743c1bb461111dcafc2a4,7.0,7.0,10.0,True,10
58215,15638,2298d6c36e964ae4a3e7e9706d1fb8c2,7.0,7.75,8.25,True,7
58216,15638,5a8bc65990b245e5a138643cd4eb9837,21.0,21.75,,False,3
58217,15638,ae264e3637204a6fb9bb56bc8210ddfd,24.0,25.5,26.5,True,7
58218,15638,f19421c1d4aa40978ebb69ca19b0e20d,0.0,3.75,5.0,True,5
58219,15638,fafdcd668e3743c1bb461111dcafc2a4,17.0,17.0,18.25,True,10
58220,15639,0b1e1539f2cc45b7b9fa7c272da2e1d7,0.0,,,False,10
58221,15639,2298d6c36e964ae4a3e7e9706d1fb8c2,7.0,7.0,,False,7
58222,15639,ae264e3637204a6fb9bb56bc8210ddfd,17.0,,,False,7
58223,15640,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0,15.0,15.5,True,10
58224,15640,4d5c57ea9a6940dd891ad53e9dbe8da0,17.0,17.0,17.0,True,5
58225,15640,9b98b8c7a33c4b65b9aebfe6a799e6d9,24.0,24.25,26.5,True,7
58226,15640,fafdcd668e3743c1bb461111dcafc2a4,7.0,7.25,11.75,True,10
58227,15641,0b1e1539f2cc45b7b9fa7c272da2e1d7,17.0,,25.0,False,10
58228,15641,2298d6c36e964ae4a3e7e9706d1fb8c2,0.0,5.75,6.5,True,7
58229,15641,2906b810c7d4411798c6938adc9daaa5,7.0,,8.5,False,7
58230,15641,4d5c57ea9a6940dd891ad53e9dbe8da0,14.0,14.5,14.5,True,5
58231,15642,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0,14.0,14.0,True,10
58232,15642,4d5c57ea9a6940dd891ad53e9dbe8da0,0.0,0.0,0.0,True,5
58233,15642,9b98b8c7a33c4b65b9aebfe6a799e6d9,17.0,17.0,17.5,True,7
58234,15643,0b1e1539f2cc45b7b9fa7c272da2e1d7,21.0,22.5,,False,10
58235,15643,ae264e3637204a6fb9bb56bc8210ddfd,7.0,12.5,11.25,False,7
58236,15643,fafdcd668e3743c1bb461111dcafc2a4,24.0,24.25,,False,10
58237,15644,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0,,,False,10
58238,15644,2298d6c36e964ae4a3e7e9706d1fb8c2,24.0,24.0,25.75,True,7
58239,15644,3f207df678b143eea3cee63160fa8bed,17.0,17.75,,False,4
58240,15644,f19421c1d4aa40978ebb69ca19b0e20d,0.0,0.5,,False,5
58241,15644,fafdcd668e3743c1bb461111dcafc2a4,7.0,7.25,,False,10
58242,15645,5a8bc65990b245e5a138643cd4eb9837,0.0,1.75,,False,3
58243,15645,9b98b8c7a33c4b65b9aebfe6a799e6d9,14.0,14.5,,False,7
58244,15645,ae264e3637204a6fb9bb56bc8210ddfd,24.0,24.25,,False,7
58245,15645,fafdcd668e3743c1bb461111dcafc2a4,17.0,,25.5,False,10
58246,15646,2298d6c36e964ae4a3e7e9706d1fb8c2,21.0,22.75,,False,7
58247,15646,ae264e3637204a6fb9bb56bc8210ddfd,17.0,25.0,19.0,False,7
58248,15646,f19421c1d4aa40978ebb69ca19b0e20d,0.0,0.5,0.25,False,5
58249,15647,2298d6c36e964ae4a3e7e9706d1fb8c2,17.0,18.75,18.75,True,7
58250,15647,3f207df678b143eea3cee63160fa8bed,24.0,25.5,,False,4
58251,15647,ae264e3637204a6fb9bb56bc8210ddfd,7.0,7.0,7.0,True,7
58252,15647,fafdcd668e3743c1bb461111dcafc2a4,14.0,14.25,14.25,True,10
58253,15648,0b1e1539f2cc45b7b9fa7c272da2e1d7,7.0,28.75,,False,10
58254,15648,fafdcd668e3743c1bb461111dcafc2a4,0.0,0.25,6.0,True,10
58255,15649,0b1e1539f2cc45b7b9fa7c272da2e1d7,21.0,21.5,23.0,True,10
58256,15649,4d5c57ea9a6940dd891ad53e9dbe8da0,24.0,24.0,,False,5
58257,15650,2298d6c36e964ae4a3e7e9706d1fb8c2,14.0,14.5,18.5,True,7
58258,15650,2906b810c7d4411798c6938adc9daaa5,17.0,,,False,7
58259,15650,3f207df678b143eea3cee63160fa8bed,21.0,,,False,4
58260,15650,5a8bc65990b245e5a138643cd4eb9837,7.0,7.5,,False,3
58261,15650,fafdcd668e3743c1bb461111dcafc2a4,24.0,24.25,,False,10
58262,15651,2906b810c7d4411798c6938adc9daaa5,7.0,,13.0,False,7
58263,15651,4d5c57ea9a6940dd891ad53e9dbe8da0,21.0,21.25,25.75,True,5
58264,15651,5a8bc65990b245e5a138643cd4eb9837,24.0,24.5,,False,3
58265,15651,f19421c1d4aa40978ebb69ca19b0e20d,17.0,17.75,17.75,True,5
58266,15651,fafdcd668e3743c1bb461111dcafc2a4,14.0,,17.75,False,10
58267,15652,2298d6c36e964ae4a3e7e9706d1fb8c2,14.0,14.25,17.5,True,7
58268,15652,3f207df678b143eea3cee63160fa8bed,7.0,7.5,,False,4
58269,15652,9b98b8c7a33c4b65b9aebfe6a799e6d9,21.0,22.25,22.75,True,7
58270,15652,f19421c1d4aa40978ebb69ca19b0e20d,24.0,24.25,24.75,True,5
58271,15653,0b1e1539f2cc45b7b9fa7c272da2e1d7,21.0,,,False,10
58272,15653,5a8bc65990b245e5a138643cd4eb9837,14.0,14.5,,False,3
58273,15653,9b98b8c7a33c4b65b9aebfe6a799e6d9,24.0,,,False,7
58274,15653,ae264e3637204a6fb9bb56bc8210ddfd,0.0,0.0,,False,7
58275,15653,fafdcd668e3743c1bb461111dcafc2a4,17.0,18.75,,False,10
58276,15654,2298d6c36e964ae4a3e7e9706d1fb8c2,24.0,25.5,25.75,True,7
58277,15654,9b98b8c7a33c4b65b9aebfe6a799e6d9,7.0,11.75,13.5,True,7
58278,15654,ae264e3637204a6fb9bb56bc8210ddfd,17.0,17.0,,False,7
58279,15654,fafdcd668e3743c1bb461111dcafc2a4,21.0,21.0,25.75,True,10
58280,15655,0b1e1539f2cc45b7b9fa7c272da2e1d7,21.0,,27.25,False,10
58281,15655,2906b810c7d4411798c6938adc9daaa5,0.0,24.75,25.0,False,7
58282,15655,f19421c1d4aa40978ebb69ca19b0e20d,7.0,7.0,,False,5
58283,15656,3f207df678b143eea3cee63160fa8bed,0.0,,,False,4
58284,15656,4d5c57ea9a6940dd891ad53e9dbe8da0,21.0,22.5,,False,5
58285,15656,9b98b8c7a33c4b65b9aebfe6a799e6d9,14.0,,,False,7
58286,15657,2298d6c36e964ae4a3e7e9706d1fb8c2,24.0,27.25,24.25,False,7
58287,15657,ae264e3637204a6fb9bb56bc8210ddfd,14.0,14.75,14.75,True,7
58288,15657,fafdcd668e3743c1bb461111dcafc2a4,21.0,22.0,22.25,True,10
58289,15658,5a8bc65990b245e5a138643cd4eb9837,0.0,0.75,,False,3
58290,15658,9b98b8c7a33c4b65b9aebfe6a799e6d9,17.0,,20.0,False,7
58291,15658,ae264e3637204a6fb9bb56bc8210ddfd,7.0,8.75,8.5,False,7
58292,15658,fafdcd668e3743c1bb461111dcafc2a4,21.0,22.0,24.75,True,10
58293,15659,2298d6c36e964ae4a3e7e9706d1fb8c2,7.0,7.25,10.5,True,7
58294,15659,ae264e3637204a6fb9bb56bc8210ddfd,21.0,22.75,,False,7
58295,15660,2906b810c7d4411798c6938adc9daaa5,17.0,17.0,26.5,False,7
58296,15660,4d5c57ea9a6940dd891ad53e9dbe8da0,21.0,22.5,,False,5
58297,15660,9b98b8c7a33c4b65b9aebfe6a799e6d9,14.0,15.0,15.0,True,7
58298,15660,f19421c1d4aa40978ebb69ca19b0e20d,7.0,8.0,,False,5
58299,15661,0b1e1539f2cc45b7b9fa7c272da2e1d7,17.0,,26.25,False,10
58300,15661,3f207df678b143eea3cee63160fa8bed,7.0,13.75,,False,4
58301,15661,4d5c57ea9a6940dd891ad53e9dbe8da0,0.0,0.0,3.25,True,5
58302,15661,9b98b8c7a33c4b65b9aebfe6a799e6d9,14.0,,15.25,False,7
58303,15662,4d5c57ea9a6940dd891ad53e9dbe8da0,14.0,14.0,,False,5
58304,15662,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,1.25,,False,7
58305,15662,ae264e3637204a6fb9bb56bc8210ddfd,21.0,22.0,,False,7
58306,15662,f19421c1d4aa40978ebb69ca19b0e20d,17.0,17.0,,False,5
58307,15663,2906b810c7d4411798c6938adc9daaa5,0.0,2.5,4.25,True,7
58308,15663,3f207df678b143eea3cee63160fa8bed,7.0,,,False,4
58309,15663,4d5c57ea9a6940dd891ad53e9dbe8da0,14.0,14.75,,False,5
58310,15663,ae264e3637204a6fb9bb56bc8210ddfd,17.0,18.75,21.25,True,7
58311,15664,2906b810c7d4411798c6938adc9daaa5,14.0,14.25,18.0,True,7
58312,15664,ae264e3637204a6fb9bb56bc8210ddfd,0.0,0.25,5.75,True,7
58313,15664,fafdcd668e3743c1bb461111dcafc2a4,7.0,7.75,10.75,True,10
58314,15665,0b1e1539f2cc45b7b9fa7c272da2e1d7,0.0,,4.25,False,10
58315,15665,9b98b8c7a33c4b65b9aebfe6a799e6d9,17.0,,24.0,False,7
58316,15665,ae264e3637204a6fb9bb56bc8210ddfd,14.0,14.0,,False,7
58317,15665,fafdcd668e3743c1bb461111dcafc2a4,7.0,9.75,7.5,False,10
58318,15666,5a8bc65990b245e5a138643cd4eb9837,24.0,,,False,3
58319,15666,9b98b8c7a33c4b65b9aebfe6a799e6d9,14.0,21.75,,False,7
58320,15666,ae264e3637204a6fb9bb56bc8210ddfd,0.0,0.75,5.0,True,7
58321,15667,2298d6c36e964ae4a3e7e9706d1fb8c2,21.0,21.0,,False,7
58322,15667,2906b810c7d4411798c6938adc9daaa5,17.0,,,False,7
58323,15667,5a8bc65990b245e5a138643cd4eb9837,7.0,9.25,,False,3
58324,15667,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,,,False,7
58325,15668,3f207df678b143eea3cee63160fa8bed,17.0,17.5,,False,4
58326,15668,5a8bc65990b245e5a138643cd4eb9837,14.0,14.75,,False,3
58327,15668,fafdcd668e3743c1bb461111dcafc2a4,7.0,7.0,,False,10
58328,15669,2906b810c7d4411798c6938adc9daaa5,7.0,,,False,7
58329,15669,ae264e3637204a6fb9bb56bc8210ddfd,17.0,17.5,,False,7
58330,15669,f19421c1d4aa40978ebb69ca19b0e20d,14.0,14.75,,False,5
58331,15670,0b1e1539f2cc45b7b9fa7c272da2e1d7,0.0,2.5,,False,10
58332,15670,3f207df678b143eea3cee63160fa8bed,21.0,22.75,,False,4
58333,15670,4d5c57ea9a6940dd891ad53e9dbe8da0,14.0,14.5,,False,5
58334,15670,fafdcd668e3743c1bb461111dcafc2a4,17.0,18.5,,False,10
58335,15671,2906b810c7d4411798c6938adc9daaa5,21.0,21.5,,False,7
58336,15671,4d5c57ea9a6940dd891ad53e9dbe8da0,17.0,18.75,,False,5
58337,15671,5a8bc65990b245e5a138643cd4eb9837,24.0,25.25,,False,3
58338,15671,f19421c1d4aa40978ebb69ca19b0e20d,7.0,7.0,,False,5
58339,15672,5a8bc65990b245e5a138643cd4eb9837,24.0,26.0,,False,3
58340,15672,ae264e3637204a6fb9bb56bc8210ddfd,0.0,0.5,,False,7
58341,15672,f19421c1d4aa40978ebb69ca19b0e20d,17.0,17.75,,False,5
58342,15673,0b1e1539f2cc45b7b9fa7c272da2e1d7,24.0,,26.0,False,10
58343,15673,2298d6c36e964ae4a3e7e9706d1fb8c2,21.0,22.5,25.75,True,7
58344,15673,3f207df678b143eea3cee63160fa8bed,7.0,11.0,,False,4
58345,15674,4d5c57ea9a6940dd891ad53e9dbe8da0,0.0,0.5,3.5,True,5
58346,15674,f19421c1d4aa40978ebb69ca19b0e20d,24.0,24.5,24.0,False,5
58347,15675,f19421c1d4aa40978ebb69ca19b0e20d,21.0,21.0,,False,5
58348,15676,2298d6c36e964ae4a3e7e9706d1fb8c2,0.0,0.25,6.75,True,7
58349,15676,2906b810c7d4411798c6938adc9daaa5,14.0,,,False,7
58350,15676,3f207df678b143eea3cee63160fa8bed,7.0,8.75,,False,4
58351,15676,4d5c57ea9a6940dd891ad53e9dbe8da0,24.0,24.25,,False,5
58352,15676,fafdcd668e3743c1bb461111dcafc2a4,17.0,18.75,23.5,True,10
58353,15677,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0,,,False,10
58354,15677,3f207df678b143eea3cee63160fa8bed,17.0,19.75,,False,4
58355,15677,ae264e3637204a6fb9bb56bc8210ddfd,7.0,9.75,,False,7
58356,15677,f19421c1d4aa40978ebb69ca19b0e20d,0.0,0.0,,False,5
58357,15678,0b1e1539f2cc45b7b9fa7c272da2e1d7,17.0,,25.75,False,10
58358,15678,2906b810c7d4411798c6938adc9daaa5,14.0,15.5,18.5,True,7
58359,15678,4d5c57ea9a6940dd891ad53e9dbe8da0,21.0,21.0,,False,5
58360,15678,9b98b8c7a33c4b65b9aebfe6a799e6d9,7.0,,,False,7
58361,15678,ae264e3637204a6fb9bb56bc8210ddfd,0.0,2.25,,False,7
58362,15679,3f207df678b143eea3cee63160fa8bed,17.0,17.75,,False,4
58363,15679,ae264e3637204a6fb9bb56bc8210ddfd,0.0,0.25,0.25,True,7
58364,15679,f19421c1d4aa40978ebb69ca19b0e20d,24.0,25.25,26.0,True,5
58365,15680,2906b810c7d4411798c6938adc9daaa5,24.0,25.25,,False,7
58366,15680,f19421c1d4aa40978ebb69ca19b0e20d,7.0,9.0,,False,5
58367,15680,fafdcd668e3743c1bb461111dcafc2a4,14.0,14.25,,False,10
58368,15681,0b1e1539f2cc45b7b9fa7c272da2e1d7,17.0,,,False,10
58369,15681,3f207df678b143eea3cee63160fa8bed,21.0,22.5,,False,4
58370,15681,9b98b8c7a33c4b65b9aebfe6a799e6d9,24.0,25.75,,False,7
58371,15681,f19421c1d4aa40978ebb69ca19b0e20d,0.0,0.25,0.5,True,5
58372,15681,fafdcd668e3743c1bb461111dcafc2a4,14.0,14.0,19.5,True,10
58373,15682,0b1e1539f2cc45b7b9fa7c272da2e1d7,0.0,,7.25,False,10
58374,15682,2906b810c7d4411798c6938adc9daaa5,17.0,19.75,20.0,True,7
58375,15682,3f207df678b143eea3cee63160fa8bed,14.0,,,False,4
58376,15682,9b98b8c7a33c4b65b9aebfe6a799e6d9,7.0,,7.25,False,7
58377,15683,0b1e1539f2cc45b7b9fa7c272da2e1d7,17.0,24.0,,False,10
58378,15683,3f207df678b143eea3cee63160fa8bed,14.0,14.0,,False,4
58379,15683,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,0.5,,False,7
58380,15684,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0,,16.75,False,10
58381,15684,2298d6c36e964ae4a3e7e9706d1fb8c2,0.0,0.0,0.0,True,7
58382,15684,2906b810c7d4411798c6938adc9daaa5,21.0,22.0,21.0,False,7
58383,15684,ae264e3637204a6fb9bb56bc8210ddfd,24.0,24.25,,False,7
58384,15684,f19421c1d4aa40978ebb69ca19b0e20d,17.0,17.0,17.0,True,5
58385,15685,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0,,18.5,False,10
58386,15685,2298d6c36e964ae4a3e7e9706d1fb8c2,0.0,0.75,0.75,True,7
58387,15685,9b98b8c7a33c4b65b9aebfe6a799e6d9,7.0,7.25,8.5,True,7
58388,15685,ae264e3637204a6fb9bb56bc8210ddfd,17.0,17.25,17.5,True,7
58389,15686,2906b810c7d4411798c6938adc9daaa5,7.0,11.25,,False,7
58390,15686,f19421c1d4aa40978ebb69ca19b0e20d,14.0,15.0,16.25,True,5
58391,15687,0b1e1539f2cc45b7b9fa7c272da2e1d7,17.0,,20.0,False,10
58392,15687,2906b810c7d4411798c6938adc9daaa5,24.0,26.25,26.75,True,7
58393,15687,3f207df678b143eea3cee63160fa8bed,14.0,,,False,4
58394,15687,f19421c1d4aa40978ebb69ca19b0e20d,0.0,0.0,2.0,True,5
58395,15688,2298d6c36e964ae4a3e7e9706d1fb8c2,21.0,21.25,22.0,True,7
58396,15688,3f207df678b143eea3cee63160fa8bed,7.0,8.25,,False,4
58397,15688,4d5c57ea9a6940dd891ad53e9dbe8da0,14.0,15.5,17.75,True,5
58398,15688,9b98b8c7a33c4b65b9aebfe6a799e6d9,24.0,,27.0,False,7
58399,15688,ae264e3637204a6fb9bb56bc8210ddfd,17.0,17.0,17.75,True,7
58400,15689,0b1e1539f2cc45b7b9fa7c272da2e1d7,24.0,25.0,,False,10
58401,15689,4d5c57ea9a6940dd891ad53e9dbe8da0,7.0,7.0,,False,5
58402,15689,9b98b8c7a33c4b65b9aebfe6a799e6d9,14.0,15.25,15.0,False,7
58403,15689,f19421c1d4aa40978ebb69ca19b0e20d,0.0,3.25,1.0,False,5
58404,15690,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,3.75,,False,7
58405,15690,f19421c1d4aa40978ebb69ca19b0e20d,14.0,15.75,,False,5
58406,15691,2298d6c36e964ae4a3e7e9706d1fb8c2,17.0,17.0,,False,7
58407,15691,2906b810c7d4411798c6938adc9daaa5,0.0,,5.25,False,7
58408,15691,3f207df678b143eea3cee63160fa8bed,14.0,,,False,4
58409,15691,4d5c57ea9a6940dd891ad53e9dbe8da0,7.0,8.75,,False,5
58410,15691,5a8bc65990b245e5a138643cd4eb9837,21.0,,,False,3
58411,15691,ae264e3637204a6fb9bb56bc8210ddfd,24.0,,,False,7
58412,15692,2906b810c7d4411798c6938adc9daaa5,21.0,,21.5,False,7
58413,15692,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,0.75,0.5,False,7
58414,15692,f19421c1d4aa40978ebb69ca19b0e20d,17.0,17.0,18.75,True,5
58415,15693,2906b810c7d4411798c6938adc9daaa5,0.0,5.25,,False,7
58416,15693,fafdcd668e3743c1bb461111dcafc2a4,7.0,9.25,23.0,False,10
58417,15694,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0,18.25,,False,10
58418,15694,ae264e3637204a6fb9bb56bc8210ddfd,0.0,9.5,,False,7
58419,15695,2298d6c36e964ae4a3e7e9706d1fb8c2,7.0,7.0,7.25,True,7
58420,15695,2906b810c7d4411798c6938adc9daaa5,21.0,,,False,7
58421,15695,3f207df678b143eea3cee63160fa8bed,0.0,1.25,,False,4
58422,15696,2906b810c7d4411798c6938adc9daaa5,7.0,17.25,17.5,False,7
58423,15696,4d5c57ea9a6940dd891ad53e9dbe8da0,0.0,0.5,0.5,True,5
58424,15696,5a8bc65990b245e5a138643cd4eb9837,21.0,22.5,,False,3
58425,15697,0b1e1539f2cc45b7b9fa7c272da2e1d7,0.0,,,False,10
58426,15697,2906b810c7d4411798c6938adc9daaa5,14.0,14.75,15.5,True,7
58427,15697,5a8bc65990b245e5a138643cd4eb9837,24.0,24.0,,False,3
58428,15697,9b98b8c7a33c4b65b9aebfe6a799e6d9,7.0,9.0,10.25,True,7
58429,15698,0b1e1539f2cc45b7b9fa7c272da2e1d7,17.0,,24.0,False,10
58430,15698,2298d6c36e964ae4a3e7e9706d1fb8c2,7.0,7.0,8.5,True,7
58431,15698,3f207df678b143eea3cee63160fa8bed,24.0,25.0,,False,4
58432,15698,fafdcd668e3743c1bb461111dcafc2a4,21.0,,24.0,False,10
58433,15699,0b1e1539f2cc45b7b9fa7c272da2e1d7,0.0,18.5,1.0,False,10
58434,15699,3f207df678b143eea3cee63160fa8bed,7.0,,,False,4
58435,15699,5a8bc65990b245e5a138643cd4eb9837,24.0,29.75,,False,3
58436,15699,fafdcd668e3743c1bb461111dcafc2a4,21.0,22.0,22.25,True,10
58437,15700,4d5c57ea9a6940dd891ad53e9dbe8da0,24.0,25.0,24.5,False,5
58438,15700,5a8bc65990b245e5a138643cd4eb9837,7.0,8.75,,False,3
58439,15700,9b98b8c7a33c4b65b9aebfe6a799e6d9,14.0,14.5,14.5,True,7
58440,15701,2298d6c36e964ae4a3e7e9706d1fb8c2,7.0,7.0,7.75,True,7
58441,15701,5a8bc65990b245e5a138643cd4eb9837,14.0,14.5,,False,3
58442,15701,fafdcd668e3743c1bb461111dcafc2a4,0.0,0.25,3.75,True,10
58443,15702,2298d6c36e964ae4a3e7e9706d1fb8c2,24.0,24.25,25.25,True,7
58444,15702,3f207df678b143eea3cee63160fa8bed,7.0,7.25,,False,4
58445,15702,4d5c57ea9a6940dd891ad53e9dbe8da0,21.0,23.75,,False,5
58446,15702,5a8bc65990b245e5a138643cd4eb9837,17.0,17.5,,False,3
58447,15702,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,,,False,7
58448,15703,2298d6c36e964ae4a3e7e9706d1fb8c2,21.0,21.0,,False,7
58449,15703,2906b810c7d4411798c6938adc9daaa5,24.0,27.25,,False,7
58450,15703,4d5c57ea9a6940dd891ad53e9dbe8da0,17.0,17.0,,False,5
58451,15703,5a8bc65990b245e5a138643cd4eb9837,14.0,14.0,,False,3
58452,15703,f19421c1d4aa40978ebb69ca19b0e20d,0.0,0.0,,False,5
58453,15704,0b1e1539f2cc45b7b9fa7c272da2e1d7,21.0,22.5,,False,10
58454,15704,2906b810c7d4411798c6938adc9daaa5,17.0,,,False,7
58455,15704,4d5c57ea9a6940dd891ad53e9dbe8da0,14.0,,,False,5
58456,15705,3f207df678b143eea3cee63160fa8bed,24.0,24.5,,False,4
58457,15705,4d5c57ea9a6940dd891ad53e9dbe8da0,14.0,15.25,,False,5
58458,15705,5a8bc65990b245e5a138643cd4eb9837,0.0,0.0,,False,3
58459,15705,9b98b8c7a33c4b65b9aebfe6a799e6d9,17.0,,,False,7
58460,15705,ae264e3637204a6fb9bb56bc8210ddfd,7.0,12.25,,False,7
58461,15706,0b1e1539f2cc45b7b9fa7c272da2e1d7,17.0,18.0,18.75,True,10
58462,15706,2298d6c36e964ae4a3e7e9706d1fb8c2,7.0,7.25,9.0,True,7
58463,15706,2906b810c7d4411798c6938adc9daaa5,24.0,,24.0,False,7
58464,15706,5a8bc65990b245e5a138643cd4eb9837,0.0,0.0,,False,3
58465,15706,9b98b8c7a33c4b65b9aebfe6a799e6d9,14.0,,18.5,False,7
58466,15706,ae264e3637204a6fb9bb56bc8210ddfd,21.0,22.0,23.25,True,7
58467,15707,2298d6c36e964ae4a3e7e9706d1fb8c2,14.0,14.75,16.25,True,7
58468,15707,4d5c57ea9a6940dd891ad53e9dbe8da0,7.0,9.0,7.5,False,5
58469,15707,5a8bc65990b245e5a138643cd4eb9837,24.0,26.0,,False,3
58470,15707,9b98b8c7a33c4b65b9aebfe6a799e6d9,17.0,18.0,17.25,False,7
58471,15707,fafdcd668e3743c1bb461111dcafc2a4,0.0,0.5,2.25,True,10
58472,15708,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0,,,False,10
58473,15708,2906b810c7d4411798c6938adc9daaa5,17.0,,,False,7
58474,15708,9b98b8c7a33c4b65b9aebfe6a799e6d9,21.0,,,False,7
58475,15708,fafdcd668e3743c1bb461111dcafc2a4,7.0,7.75,11.75,True,10
58476,15709,4d5c57ea9a6940dd891ad53e9dbe8da0,14.0,16.25,,False,5
58477,15709,ae264e3637204a6fb9bb56bc8210ddfd,7.0,9.0,,False,7
58478,15709,f19421c1d4aa40978ebb69ca19b0e20d,24.0,24.75,,False,5
58479,15710,2298d6c36e964ae4a3e7e9706d1fb8c2,24.0,25.5,29.0,True,7
58480,15710,4d5c57ea9a6940dd891ad53e9dbe8da0,7.0,7.75,,False,5
58481,15710,9b98b8c7a33c4b65b9aebfe6a799e6d9,17.0,,,False,7
58482,15710,f19421c1d4aa40978ebb69ca19b0e20d,21.0,21.75,,False,5
58483,15710,fafdcd668e3743c1bb461111dcafc2a4,0.0,0.25,0.75,True,10
58484,15711,0b1e1539f2cc45b7b9fa7c272da2e1d7,24.0,26.0,,False,10
58485,15711,f19421c1d4aa40978ebb69ca19b0e20d,14.0,14.25,14.5,True,5
58486,15712,2298d6c36e964ae4a3e7e9706d1fb8c2,21.0,21.5,,False,7
58487,15712,3f207df678b143eea3cee63160fa8bed,17.0,,,False,4
58488,15712,5a8bc65990b245e5a138643cd4eb9837,0.0,,,False,3
58489,15712,f19421c1d4aa40978ebb69ca19b0e20d,14.0,15.5,,False,5
58490,15713,0b1e1539f2cc45b7b9fa7c272da2e1d7,7.0,12.5,,False,10
58491,15713,2906b810c7d4411798c6938adc9daaa5,0.0,0.25,,False,7
58492,15713,5a8bc65990b245e5a138643cd4eb9837,21.0,21.25,,False,3
58493,15713,fafdcd668e3743c1bb461111dcafc2a4,14.0,14.0,17.25,True,10
58494,15714,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0,,,False,10
58495,15714,2298d6c36e964ae4a3e7e9706d1fb8c2,24.0,24.5,29.25,True,7
58496,15714,2906b810c7d4411798c6938adc9daaa5,21.0,,,False,7
58497,15714,4d5c57ea9a6940dd891ad53e9dbe8da0,7.0,8.5,,False,5
58498,15714,ae264e3637204a6fb9bb56bc8210ddfd,0.0,0.5,,False,7
58499,15715,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0,,,False,10
58500,15715,2906b810c7d4411798c6938adc9daaa5,7.0,,,False,7
58501,15715,3f207df678b143eea3cee63160fa8bed,0.0,0.75,,False,4
58502,15715,9b98b8c7a33c4b65b9aebfe6a799e6d9,21.0,,,False,7
58503,15716,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0,15.0,,False,10
58504,15716,2906b810c7d4411798c6938adc9daaa5,7.0,8.0,,False,7
58505,15716,5a8bc65990b245e5a138643cd4eb9837,21.0,21.25,,False,3
58506,15716,ae264e3637204a6fb9bb56bc8210ddfd,0.0,0.75,,False,7
58507,15717,0b1e1539f2cc45b7b9fa7c272da2e1d7,0.0,5.75,,False,10
58508,15717,3f207df678b143eea3cee63160fa8bed,21.0,23.0,,False,4
58509,15717,4d5c57ea9a6940dd891ad53e9dbe8da0,14.0,14.25,,False,5
58510,15718,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0,,19.5,False,10
58511,15718,3f207df678b143eea3cee63160fa8bed,7.0,9.0,,False,4
58512,15718,4d5c57ea9a6940dd891ad53e9dbe8da0,24.0,24.25,25.25,True,5
58513,15718,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,,3.75,False,7
58514,15718,f19421c1d4aa40978ebb69ca19b0e20d,17.0,18.5,18.75,True,5
58515,15719,0b1e1539f2cc45b7b9fa7c272da2e1d7,24.0,29.25,25.25,False,10
58516,15719,2906b810c7d4411798c6938adc9daaa5,0.0,0.25,2.75,True,7
58517,15719,3f207df678b143eea3cee63160fa8bed,14.0,15.75,,False,4
58518,15719,f19421c1d4aa40978ebb69ca19b0e20d,21.0,21.25,21.75,True,5
58519,15720,0b1e1539f2cc45b7b9fa7c272da2e1d7,7.0,11.25,,False,10
58520,15720,2298d6c36e964ae4a3e7e9706d1fb8c2,0.0,0.0,2.75,True,7
